Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
HCoV-OC43/Yamagata.JPN/04.2015-0147	Betacoronavirus 1	LC506860	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0151	Betacoronavirus 1	LC506861	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0152	Betacoronavirus 1	LC506862	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0154	Betacoronavirus 1	LC506863	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0155	Betacoronavirus 1	LC506864	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0158	Betacoronavirus 1	LC506865	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0159	Betacoronavirus 1	LC506866	2301	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0209	Betacoronavirus 1	LC506867	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0210	Betacoronavirus 1	LC506868	2301	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0211	Betacoronavirus 1	LC506869	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0213	Betacoronavirus 1	LC506870	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.15-0234	Betacoronavirus 1	LC331073	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.15-0248	Betacoronavirus 1	LC331074	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2009-0292	Betacoronavirus 1	LC506758	2301	01/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2012-0279	Betacoronavirus 1	LC506802	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2012-0283	Betacoronavirus 1	LC506803	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2013-0300	Betacoronavirus 1	LC506816	2289	01/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2014-0285	Betacoronavirus 1	LC506826	2301	01/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0215	Betacoronavirus 1	LC506871	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0216	Betacoronavirus 1	LC506872	2301	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0218	Betacoronavirus 1	LC506873	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0220	Betacoronavirus 1	LC506874	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0223	Betacoronavirus 1	LC506875	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0224	Betacoronavirus 1	LC506876	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0225	Betacoronavirus 1	LC506877	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0228	Betacoronavirus 1	LC506878	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0229	Betacoronavirus 1	LC506879	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0230	Betacoronavirus 1	LC506880	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0232	Betacoronavirus 1	LC506881	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0233	Betacoronavirus 1	LC506882	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0235	Betacoronavirus 1	LC506883	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0236	Betacoronavirus 1	LC506884	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0275	Betacoronavirus 1	LC506885	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0279	Betacoronavirus 1	LC506886	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0282	Betacoronavirus 1	LC506887	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0284	Betacoronavirus 1	LC506888	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0285	Betacoronavirus 1	LC506950	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0287	Betacoronavirus 1	LC506889	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2015-0288	Betacoronavirus 1	LC506890	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2017-0193	Betacoronavirus 1	LC506917	2289	01/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/05.2017-0247	Betacoronavirus 1	LC506918	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.15-0350	Betacoronavirus 1	LC331075	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2012-0291	Betacoronavirus 1	LC506804	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2012-0369	Betacoronavirus 1	LC506805	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2012-0371	Betacoronavirus 1	LC506806	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2013-0348	Betacoronavirus 1	LC506817	2289	02/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2013-0375	Betacoronavirus 1	LC506818	2289	02/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2013-0378	Betacoronavirus 1	LC506819	2289	02/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0296	Betacoronavirus 1	LC506827	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0297	Betacoronavirus 1	LC506828	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0370	Betacoronavirus 1	LC506829	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0371	Betacoronavirus 1	LC506830	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0375	Betacoronavirus 1	LC506831	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2014-0378	Betacoronavirus 1	LC506832	2289	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0290	Betacoronavirus 1	LC506891	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0291	Betacoronavirus 1	LC506892	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0294	Betacoronavirus 1	LC506893	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0297	Betacoronavirus 1	LC506894	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0300	Betacoronavirus 1	LC506895	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0301	Betacoronavirus 1	LC506896	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0303	Betacoronavirus 1	LC506897	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0351	Betacoronavirus 1	LC506898	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2015-0359	Betacoronavirus 1	LC506900	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2017-0266	Betacoronavirus 1	LC506919	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/06.2017-0300	Betacoronavirus 1	LC506920	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2009-0467	Betacoronavirus 1	LC506759	2301	02/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2009-0469	Betacoronavirus 1	LC506760	2301	02/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2009-0536	Betacoronavirus 1	LC506761	2301	02/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2013-0380	Betacoronavirus 1	LC506820	2289	02/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2014-0380	Betacoronavirus 1	LC506833	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2014-0446	Betacoronavirus 1	LC506838	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0353	Betacoronavirus 1	LC506899	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0361	Betacoronavirus 1	LC506901	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0368	Betacoronavirus 1	LC506902	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0369	Betacoronavirus 1	LC506903	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0373	Betacoronavirus 1	LC506904	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0416	Betacoronavirus 1	LC506905	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0417	Betacoronavirus 1	LC506906	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0418	Betacoronavirus 1	LC506907	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0424	Betacoronavirus 1	LC506908	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2015-0425	Betacoronavirus 1	LC506909	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0304	Betacoronavirus 1	LC506921	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0305	Betacoronavirus 1	LC506922	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0306	Betacoronavirus 1	LC506923	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0314	Betacoronavirus 1	LC506924	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0354	Betacoronavirus 1	LC506925	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0361	Betacoronavirus 1	LC506926	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/07.2017-0362	Betacoronavirus 1	LC506927	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2009-0554	Betacoronavirus 1	LC506762	2301	02/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2013-0498	Betacoronavirus 1	LC506821	2301	02/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0432	Betacoronavirus 1	LC506834	2289	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0434	Betacoronavirus 1	LC506835	2289	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0435	Betacoronavirus 1	LC506836	2289	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0436	Betacoronavirus 1	LC506837	2289	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0484	Betacoronavirus 1	LC506839	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2014-0485	Betacoronavirus 1	LC506840	2301	02/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2015-0433	Betacoronavirus 1	LC506910	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2015-0434	Betacoronavirus 1	LC506911	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2015-0486	Betacoronavirus 1	LC506912	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2017-0364	Betacoronavirus 1	LC506928	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2017-0375	Betacoronavirus 1	LC506929	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/08.2017-0379	Betacoronavirus 1	LC506930	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2009-0623	Betacoronavirus 1	LC506763	2301	02/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2011-0752	Betacoronavirus 1	LC506790	2289	03/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2012-0501	Betacoronavirus 1	LC506807	2289	02/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2015-0492	Betacoronavirus 1	LC506913	2289	02/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2017-0410	Betacoronavirus 1	LC506931	2292	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2017-0411	Betacoronavirus 1	LC506932	2289	02/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2017-0478	Betacoronavirus 1	LC506933	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2017-0480	Betacoronavirus 1	LC506934	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/09.2017-0482	Betacoronavirus 1	LC506935	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/10.15-0600	Betacoronavirus 1	LC331076	2289	03/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/10.2009-0762	Betacoronavirus 1	LC506764	2301	03/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/10.2013-0627	Betacoronavirus 1	LC506822	2289	03/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/10.2017-0491	Betacoronavirus 1	LC506951	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/10.2017-0516	Betacoronavirus 1	LC506936	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.15-0612	Betacoronavirus 1	LC331077	2289	03/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.15-0615	Betacoronavirus 1	LC331078	2289	03/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.16-0552	Betacoronavirus 1	LC331079	2301	03/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2009-0765	Betacoronavirus 1	LC506765	2289	03/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2009-0842	Betacoronavirus 1	LC506766	2301	03/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2013-0666	Betacoronavirus 1	LC506823	2289	03/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2015-0604	Betacoronavirus 1	LC506914	2289	03/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2017-0521	Betacoronavirus 1	LC506937	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/11.2017-0634	Betacoronavirus 1	LC506938	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/12.2017-0640	Betacoronavirus 1	LC506939	2301	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/12.2017-0642	Betacoronavirus 1	LC506940	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/12.2017-0751	Betacoronavirus 1	LC506941	2289	03/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/13.2011-0825	Betacoronavirus 1	LC506791	2289	03/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/13.2011-0857	Betacoronavirus 1	LC506792	2289	03/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/13.2012-0719	Betacoronavirus 1	LC506808	2289	03/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/13.2015-0693	Betacoronavirus 1	LC506915	2289	03/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/14.16-0684	Betacoronavirus 1	LC331080	2301	04/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/14.2011-0874	Betacoronavirus 1	LC506793	2289	04/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/14.2011-0897	Betacoronavirus 1	LC506794	2289	04/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/14.2012-0781	Betacoronavirus 1	LC506809	2289	04/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/14.2017-0959	Betacoronavirus 1	LC506942	2289	04/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/16.2011-0969	Betacoronavirus 1	LC506795	2289	04/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/16.2017-1199	Betacoronavirus 1	LC506943	2289	04/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/19.2015-0902	Betacoronavirus 1	LC506916	2289	05/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.16-0885	Betacoronavirus 1	LC331089	2301	05/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.16-0914	Betacoronavirus 1	LC331081	2301	05/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.2010-1337	Betacoronavirus 1	LC506769	2289	05/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.2010-1341	Betacoronavirus 1	LC506770	2289	05/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.2011-1168	Betacoronavirus 1	LC506796	2289	05/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/20.2017-1370	Betacoronavirus 1	LC506944	2289	05/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/21.2010-1394	Betacoronavirus 1	LC506771	2289	05/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/21.2011-1174	Betacoronavirus 1	LC506797	2289	05/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/21.2011-1236	Betacoronavirus 1	LC506798	2289	05/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/22.16-0950	Betacoronavirus 1	LC331082	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/22.2011-1255	Betacoronavirus 1	LC506799	2289	06/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/23.16-0980	Betacoronavirus 1	LC331083	2289	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/24.16-1002	Betacoronavirus 1	LC331090	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/24.16-1005	Betacoronavirus 1	LC331084	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/24.16-1006	Betacoronavirus 1	LC331085	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/24.16-1008	Betacoronavirus 1	LC331086	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/24.16-1027	Betacoronavirus 1	LC331087	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/25.16-1044	Betacoronavirus 1	LC331091	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/26.16-1046	Betacoronavirus 1	LC331092	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/26.16-1049	Betacoronavirus 1	LC331088	2301	06/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/26.2017-1566	Betacoronavirus 1	LC506945	2289	06/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/27.16-1096	Betacoronavirus 1	LC331093	2301	07/2016	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/27.2011-1525	Betacoronavirus 1	LC506800	2289	07/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/38.2010-2108	Betacoronavirus 1	LC506772	2289	09/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/39.2010-2197	Betacoronavirus 1	LC506773	2289	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2375	Betacoronavirus 1	LC506774	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2382	Betacoronavirus 1	LC506775	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2384	Betacoronavirus 1	LC506776	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2385	Betacoronavirus 1	LC506777	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2388	Betacoronavirus 1	LC506778	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/43.2010-2412	Betacoronavirus 1	LC506779	2301	10/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/45.2010-2465	Betacoronavirus 1	LC506780	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2010-2506	Betacoronavirus 1	LC506781	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2010-2510	Betacoronavirus 1	LC506782	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2010-2512	Betacoronavirus 1	LC506783	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2010-2513	Betacoronavirus 1	LC506784	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2010-2538	Betacoronavirus 1	LC506785	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2012-2185	Betacoronavirus 1	LC506810	2289	11/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/46.2014-2103	Betacoronavirus 1	LC506841	2289	11/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/47.2010-2547	Betacoronavirus 1	LC506786	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/48.2010-2590	Betacoronavirus 1	LC506787	2301	11/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/48.2010-2644	Betacoronavirus 1	LC506788	2301	12/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/48.2017-2515	Betacoronavirus 1	LC506946	2301	12/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/49.2012-2416	Betacoronavirus 1	LC506811	2289	12/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/50.2017-2568	Betacoronavirus 1	LC506947	2301	12/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/51.2012-2581	Betacoronavirus 1	LC506812	2289	12/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/51.2017-2650	Betacoronavirus 1	LC506948	2301	12/2017	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/51.2017-2652	Betacoronavirus 1	LC506949	2301	12/2017	Human	Homo sapiens	Japan	genomic RNA	
